ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID
TPCN03512,Pierisjaponoside B,'2695532-52-4',C=C1C2CCC3CC2(CC(O)C2(O)C1C(O)C(OC1OC(CO)C(O)C(O)C1O)C2(C)C)CC3(C)O,Diterpenoids,37.0,25.4,6.9e-05,Leaves,Ericaceae,Pieris japonica,,10.1016/j.phytochem.2019.112234,DP01471
TPCN03518,Salviapritin A,'2671741-25-4',Cc1ccc2cc(C(C)C)c(O)c3c2c1C=C3C=O,Diterpenoids,13.0,2.0,1.5e-05,Whole plants,Lamiaceae,Salvia prionitis,"Journal of Asian Natural Products Research 22, 989-994 (2020).",10.1080/10286020.2019.1666827,DP01477
TPCN03520,Barbatin F,'2305051-25-4',CC1=CCCC2C1(C)C(OC(=O)C(=O)C(C)C)C(OC(=O)c1ccccc1)C(C)(O)C2(C)C=CC1=CC(=O)OC1,Diterpenoids,19.0,13.4,7.1e-05,Whole plants,Lamiaceae,Scutellaria barbata,"Natural Product Research, 34(10), 1345-1351",10.1080/14786419.2018.1514399,DP01479
TPCN03529,?vibsanolide A,'2628459-98-1',CC(=O)C=CCC1(C)CC=C(CO)C(=O)C(CC(C)=O)C1C=COC(=O)C=C(C)C,Diterpenoids,7.3,5.2,7.1e-05,Leaves,Verbenaceae,Viburnum odoratissimum,"Bioorganic Chemistry 106,  (2021).",10.1016/j.bioorg.2020.104498,DP01488
TPCN03530,?vibsanolide B,'2628459-99-2',COC(=O)CCC1(C)CC=C(CO)C(=O)C(CC(C)=O)C1C=COC(=O)C=C(C)C,Diterpenoids,7.3,6.0,8.2e-05,Leaves,Verbenaceae,Viburnum odoratissimum,,10.1016/j.bioorg.2020.104498,DP01489
TPCN03531,?vibsanolide C,'2628460-00-2',C=C(C)C(=O)CCC1(C)CC=C(CO)C(=O)C(CC(C)=O)C1C=COC(=O)C=C(C)C,Diterpenoids,7.3,3.7,5.1e-05,Leaves,Verbenaceae,Viburnum odoratissimum,,10.1016/j.bioorg.2020.104498,DP01490
TPCN03532,?vibsanolide D,'2628462-20-2',COC(C=C(C)C)CC1(C)CC=C(CO)C(=O)C(CC(C)=O)C1C=COC(=O)C=C(C)C,Diterpenoids,7.3,2.1,2.9e-05,Leaves,Verbenaceae,Viburnum odoratissimum,,10.1016/j.bioorg.2020.104498,DP01491
TPCN03534,?vibsanolide F,'2628481-01-4',CC(=O)CC1C(=O)C(CO)C2CCC(C)(C2)C1C=COC(=O)C=C(C)C,Diterpenoids,7.3,2.0,2.7e-05,Leaves,Verbenaceae,Viburnum odoratissimum,,10.1016/j.bioorg.2020.104498,DP01493
TPCN03535,?vibsanolide G,'2628481-03-6',CC(=O)CC1C(=O)C(CO)C2CCC(C)(C2)C1C=COC(=O)C=C(C)C,Diterpenoids,7.3,3.0,4.1e-05,Leaves,Verbenaceae,Viburnum odoratissimum,,10.1016/j.bioorg.2020.104498,DP01494
TPCN00015,Strictosamide,'23141-25-5',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC21,Monoterpenoids,15.0,6.0,4e-05,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2018, 124, 73-79.",10.1016/j.fitote.2017.10.018,MP00023
TPCN00016,Nb-demethylechitamine,'60048-88-6',CC=C1CN2CCC34c5ccccc5NC23C(O)CC1C4(CO)C(=O)OC,Monoterpenoids,13.0,11.8,9.1e-05,Stems,Apocynaceae,Alstonia rostrata,"Nat Prod Res, 2018, 32, 844-848.",10.1080/14786419.2017.1360886,MP00031
TPCN00018,Galloylpaeoniflorin,'122965-41-7',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,Monoterpenoids,29.0,16.5,5.7e-05,Whole plants,Paeoniaceae,Paeoniae radix,"Fitoterapia, 2019, 138, 104290.",10.1016/j.fitote.2019.104290,MP00039
TPCN00025,Oxypaeoniflorin,'39011-91-1',CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,29.0,12.0,4.1e-05,Whole plants,Paeoniaceae,Paeoniae radix,"Fitoterapia, 2019, 138, 104290.",10.1016/j.fitote.2019.104290,MP00054
TPCN00093,Coronaridine,'467-77-6',CCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,Monoterpenoids,1.5,1.0,6.7e-05,Fruits,Apocynaceae,Tabernaemontana litoralis,"J Nat Prod, 2016, 79, 3143-3147.",10.1021/acs.jnatprod.6b00405,MP00144
TPCN00103,Nareline,'63950-46-9',CC=C1C2CC3C4=Nc5ccccc5C4(C2C(=O)OC)C2C(O)ON3C12,Monoterpenoids,15.0,4.5,3e-05,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2018, 124, 73-79.",10.1016/j.fitote.2017.10.018,MP00156
TPCN00128,Eburenine,'19751-76-9',CCC12CCCN3CCC4(C(=Nc5ccccc54)CC1)C32,Monoterpenoids,57.0,14.7,2.6e-05,Aerial parts,Apocynaceae,Bousigonia angustifolia,"Fitoterapia, 2020, 142, 104491.",10.1016/j.fitote.2020.104491,MP00185
TPCN00129,Galloyloxypaeoniflorin,'145898-93-7',CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,Monoterpenoids,20.0,19.0,9.5e-05,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00190
TPCN00137,Mudanpiosides H,'231280-71-0',CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(COC(=O)c2ccc(O)cc2)C(O)C(O)C1O,Monoterpenoids,20.0,18.0,9e-05,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00200
TPCN00140,4′-O-vanillylalbiflorin,'262350-52-7',COc1cc(C(=O)OCC2OC(OC34CC5C6(O)CC3(C)OC(O6)C54COC(=O)c3ccccc3)C(O)C(O)C2O)ccc1O,Monoterpenoids,29.0,22.6,7.8e-05,Whole plants,Paeoniaceae,Paeoniae radix,"Fitoterapia, 2019, 138, 104290.",10.1016/j.fitote.2019.104290,MP00205
TPCN00157,Akuammidine,'639-36-1',CC=C1CN2C3CC1C(CO)(C(=O)OC)C2Cc1c3[nH]c2ccccc12,Monoterpenoids,15.0,7.5,5e-05,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2018, 124, 73-79.",10.1016/j.fitote.2017.10.018,MP00226
TPCN00173,"1H-Indolo[3,2,1-de]pyrido[3,2,1-ij][1,5]naphthyridine, 13a-ethyl-2,3,5,6,12,13,13a,13b-octahydro-12-methoxy-, (12S,13aS,13bS)- (ACI)",'59630-36-3',CCC12CCCN3CCc4c(n(c5ccccc45)C(OC)C1)C32,Monoterpenoids,10.0,5.0,5e-05,Aerial parts,Apocynaceae,Kopsia hainanensis,"Chemistry & Biodiversity 18,  (2021).",10.1002/cbdv.202100084,MP00246
TPCN00178,4-O-galloylalbiflorin,'1201580-97-3',CC12CC(OC(=O)c3cc(O)c(O)c(O)c3)C3CC1(OC1OC(CO)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2,Monoterpenoids,9.4,8.0,8.5e-05,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2014, 98, 124-129.",10.1016/j.fitote.2014.07.017,MP00256
TPCN00232,Cadambine,'54422-49-0',COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C3CN4CCc5c([nH]c6ccccc56)C4(CC12)O3,Monoterpenoids,18.0,4.1,2.3e-05,Hooks,Rubiaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3302-3310.",10.1021/acs.jnatprod.9b00532,MP00322
TPCN00238,Paeonidanin,'209969-75-5',COC1OC2(C)CC(=O)C3CC2(OC2OC(CO)C(O)C(O)C2O)C13COC(=O)c1ccccc1,Monoterpenoids,20.0,15.0,7.5e-05,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00330
TPCN00241,Albiflorin,'39011-90-0',CC12CC(O)C3CC1(OC1OC(CO)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2,Monoterpenoids,29.0,10.3,3.6e-05,Whole plants,Paeoniaceae,Paeoniae radix,"Fitoterapia, 2019, 138, 104290.",10.1016/j.fitote.2019.104290,MP00337
TPCN00251,Bogamine,'481-87-8',CCC1CC2CC3c4[nH]c5ccccc5c4CCN(C2)C13,Monoterpenoids,51.6,27.0,5.2e-05,Roots,Apocynaceae,Ervatamia divaricata,"J Org Chem, 2018, 83, 10613-10618.",10.1021/acs.joc.8b01371,MP00348
TPCN00299,Vincosamide,'23141-27-7',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC21,Monoterpenoids,18.0,8.0,4.4e-05,Hooks,Rubiaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3302-3310.",10.1021/acs.jnatprod.9b00532,MP00405
TPCN00339,Vallesamine,'3368-87-4',CC=C1CN2CCC1C(CO)(C(=O)OC)c1[nH]c3ccccc3c1C2,Monoterpenoids,15.0,2.9,1.9e-05,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2018, 124, 73-79.",10.1016/j.fitote.2017.10.018,MP00452
TPCN00354,"Eburnamenine, 14,15-dihydro-14-methoxy-, (3α,14β,16α)- (9CI)",'59630-38-5',CCC12CCCN3CCc4c(n(c5ccccc45)C(OC)C1)C32,Monoterpenoids,10.0,9.0,9e-05,Aerial parts,Apocynaceae,Kopsia hainanensis,"Chemistry & Biodiversity 18,  (2021).",10.1002/cbdv.202100084,MP00471
TPCN00380,Lochnerinine,'22255-04-5',CCC12CC(C(=O)OC)=C3Nc4cc(OC)ccc4C34CCN(CC3OC31)C42,Monoterpenoids,40.0,8.6,2.2e-05,Barks,Apocynaceae,Melodinus henryi,"Fitoterapia, 2019, 138, 104354.",10.1016/j.fitote.2019.104354,MP00500
TPCN00469,Isocorynoxeine,'51014-29-0',C=CC1CN2CCC3(C(=O)Nc4ccccc43)C2CC1C(=COC)C(=O)OC,Monoterpenoids,18.0,4.1,2.3e-05,Hooks,Rubiaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3302-3310.",10.1021/acs.jnatprod.9b00532,MP00598
TPCN00475,Leuconolam,'93710-27-1',CCC12CCCN3C(=O)C=C(c4ccccc4NC(=O)CC1)C32O,Monoterpenoids,15.0,4.8,3.2e-05,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2018, 124, 73-79.",10.1016/j.fitote.2017.10.018,MP00607
TPCN00501,Epileuconolam,'1207530-25-3',CCC12CCCN3C(=O)C=C4c5ccccc5N(C(=O)CC1)C432,Monoterpenoids,15.0,3.1,2.1e-05,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2018, 124, 73-79.",10.1016/j.fitote.2017.10.018,MP00634
TPCN00529,Heyneanine,'4865-78-5',COC(=O)C12CC3CC(C(C)O)C1N(CCc1c2[nH]c2ccccc12)C3,Monoterpenoids,1.5,1.0,6.7e-05,Fruits,Apocynaceae,Tabernaemontana litoralis,"J Nat Prod, 2016, 79, 3143-3147.",10.1021/acs.jnatprod.6b00405,MP00665
TPCN00552,Illigerate A,'2083679-28-9',CC1=CC(OC(=O)CCc2ccccc2)C(C(C)(C)O)CC1=O,Monoterpenoids,15.0,11.7,7.8e-05,Stems,Hernandiaceae,Illigera aromatica,"Nat Prod Res, 2019, 1-7.",10.1080/14786419.2019.1614574,MP00691
TPCN00570,Tetrahydroalstonine,'6474-90-4',COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,Monoterpenoids,20.0,15.0,7.5e-05,Stems,Icacinaceae,Mappianthus iodoides,"Phytochemistry, 2018, 145, 68-76.",10.1016/j.phytochem.2017.10.009,MP00712
TPCN00593,Villocarine A,'1319743-81-1',CC=C1CN2CCc3c([nH]c4ccccc34)C2CC1C(=COC)C(=O)OC,Monoterpenoids,18.0,7.6,4.2e-05,Hooks,Rubiaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3302-3310.",10.1021/acs.jnatprod.9b00532,MP00738
TPCN00615,Eleuhenryiside A,'2387841-46-3',C=CC(C)(O)CCC=C(C)COC1OC(COC(C)=O)C(O)C(O)C1O,Monoterpenoids,5.0,4.9,9.8e-05,Fruits,Araliaceae,Eleutherococcus henryi,"Nat Prod Res, 2019, 1-8.",10.1080/14786419.2019.1645661,MP00761
TPCN00616,Calophyline A,'1381758-79-7',CC=C1C[N+]2(C)CCC34c5ccccc5NC35OCC4(C(=O)[O-])C1C2C5=O,Monoterpenoids,8.5,8.0,9.4e-05,Barks,Apocynaceae,Alstonia rostrata,"Org Lett, 2012, 14, 3450-3453.",10.1021/ol301400e,MP00763
TPCN00617,Incarvillosides C,'1243266-12-7',CC(CCO)CCCC(C)COC1OC(CO)C(O)C(O)C1O,Monoterpenoids,7.5,7.0,9.3e-05,Whole plants,Bignoniaceae,Incarvillea delavayi,"J Asian Nat Prod Res, 2009, 11, 838-844.",10.1080/10286020903156273,MP00764
TPCN00618,Rauvovertine C,'2055073-74-8',COC1N=CC2C3CC4c5[nH]c6ccccc6c5CC(C13)N4C2C,Monoterpenoids,40.0,37.0,9.3e-05,Stems,Apocynaceae,Rauvolfia verticillata,"Fitoterapia, 2015, 107, 44-48.",10.1016/j.fitote.2015.10.004,MP00765
TPCN00619,Magnoliaterpenoid A,'2209902-19-0',CC1CC=C(C(=O)O)CCC1(C)OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,5.0,4.6,9.2e-05,Buds,Magnoliaceae,Magnolia biondii,"Molecules, 2016, 21.",10.3390/molecules21060728,MP00766
TPCN00620,Scholarisines E,'1236196-08-9',COC(=O)C1C2CC(N=CC23OC3C)C23Nc4ccccc4C12CC(OC)O3,Monoterpenoids,15.0,13.0,8.7e-05,Barks,Apocynaceae,Alstonia scholaris,"Planta Med, 2009, 75, 1537-1541.",10.1055/s-0029-1185900,MP00767
TPCN00621,2-O-b-d-glucopyranosyldemethylalangiside,'408363-51-9',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4cc(O)c(OC5OC(CO)C(O)C(O)C5O)cc4C3CC21,Monoterpenoids,5.0,4.3,8.6e-05,Roots,Rubiaceae,Cephaelis acuminata,"Phytochemistry, 2002, 59, 91-97.",10.1016/s0031-9422(01)00418-6,MP00768
TPCN00622,Paeonidanin A,'1181222-78-5',COC1OC2(C)CC(=O)C3CC2(OC2OC(COC(=O)c4ccccc4)C(O)C(O)C2O)C13COC(=O)c1ccccc1,Monoterpenoids,20.0,17.0,8.5e-05,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00769
TPCN00623,Nor-paeonilactone,'1674369-98-2',CC1(C)C2CC1(O)CCC2=O,Monoterpenoids,9.4,8.0,8.5e-05,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2014, 98, 124-129.",10.1016/j.fitote.2014.07.017,MP00770
TPCN00624,Paeonin D,'1674370-02-5',CC12CC(OC(=O)c3cc(O)c(O)c(O)c3)C3CC1(OC1OC(COC(=O)c4ccccc4)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2,Monoterpenoids,9.4,8.0,8.5e-05,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2014, 98, 124-129.",10.1016/j.fitote.2014.07.017,MP00771
TPCN00625,Callistrilones A,'1844870-81-0',CC(C)C(=O)c1c(O)c2c(c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C3C(C)C)OC1(C)C2CC(C(C)C)C2OC21,Monoterpenoids,10.0,8.5,8.5e-05,Leaves,Myrtaceae,Callistemon rigidus,"Org Lett, 2016, 18, 120-123.",10.1021/acs.orglett.5b03360,MP00772
TPCN00626,Ibogaine,'83-74-9',CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,Monoterpenoids,51.6,44.0,8.5e-05,Roots,Apocynaceae,Ervatamia divaricata,"J Org Chem, 2018, 83, 10613-10618.",10.1021/acs.joc.8b01371,MP00773
TPCN00627,"3,7-dimethyl-2(E),6-octadien-5-one-1-O-_x0002_-D-6-Oacetylglucopyranoside",'1160611-64-2',CC(=O)OCC1OC(OCC=C(C)CC(=O)C=C(C)C)C(O)C(O)C1O,Monoterpenoids,25.0,21.0,8.4e-05,Whole plants,Fabaceae,Indigofera heterantha,"Nat Prod Res, 2008, 22, 1189-1195.",10.1080/14786410801980097,MP00775
TPCN00628,Kopsinidines C,'2089035-17-4',OC1C2CN3CCCC45CCC6(Nc7ccccc7C26C34)C1(O)C5,Monoterpenoids,8.5,7.0,8.2e-05,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00776
TPCN00629,6''-O-a-d-glucopyranosyl-6-O-methyl-N-deacetylisoipecosidic acid,'342036-88-8',C=CC1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)OC=C(C(=O)O)C1CC1NCCc2cc(OC)c(O)cc21,Monoterpenoids,4.5,3.7,8.2e-05,Fruits,Cornaceae,Alangium lamarckii,"Phytochemistry, 2001, 56, 623-630.",10.1016/s0031-9422(00)00417-9,MP00777
TPCN00630,Incarvillosides D,'1243266-16-1',CC(CO)CCCC(C)CCOC1OC(CO)C(O)C(O)C1O,Monoterpenoids,7.5,6.0,8e-05,Whole plants,Bignoniaceae,Incarvillea delavayi,"J Asian Nat Prod Res, 2009, 11, 838-844.",10.1080/10286020903156273,MP00778
TPCN00631,"(1S,2R,3R) terpinolene ?1,2,3-triol 3-O-β-D- glucopyranoside",'1472005-81-4',CC(C)=C1CCC(C)(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,5.0,4.0,8e-05,Aerial parts,Lamiaceae,Mentha haplocalyx,"Chem Cent J, 2012, 6, 37.",10.1186/1752-153X-6-37,MP00779
TPCN00632,Suffrupaeoniflorin B,'1528763-56-5',COc1ccc(C(=O)OCC23C4OC5(O)CC(C)(O4)C2(OC2OC(COC(=O)c4ccccc4)C(O)C(O)C2O)CC53)cc1,Monoterpenoids,20.0,16.0,8e-05,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00780
TPCN00633,4-Omethybenzoylpaeoniflorin,'1179527-84-4',COC12CC3(C)OC(O1)C1(COC(=O)c4ccccc4)C2CC31OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O,Monoterpenoids,20.0,15.6,7.8e-05,Barks,Paeoniaceae,Paeonia suffruticosa,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1021/np400571x,MP00781
TPCN00634,Uncarialins B,'2557676-53-4',C=CC1C[N+]2([O-])CCc3c([nH]c4ccccc34)C2CC1C(=COC)C(=O)OC,Monoterpenoids,18.0,13.6,7.6e-05,Hooks,Rubiaceae,Uncaria rhynchophylla,"J Nat Prod, 2019, 82, 3302-3310.",10.1021/acs.jnatprod.9b00532,MP00782
TPCN00635,Venalstonidine,'26619-93-2',COC(=O)C1CC23CCC14Nc1ccccc1C41CCN(CC4OC42)C31,Monoterpenoids,40.0,30.2,7.6e-05,Barks,Apocynaceae,Melodinus henryi,"Fitoterapia, 2019, 138, 104354.",10.1016/j.fitote.2019.104354,MP00784
TPCN00636,Vincadifformine,'3247-10-7',CCC12CCCN3CCC4(C(=C(C(=O)OC)C1)Nc1ccccc14)C32,Monoterpenoids,12.0,9.0,7.5e-05,Aerial parts,Apocynaceae,Bousigonia mekongensis,"Molecules, 2019, 24.",10.3390/molecules24071256,MP00785
TPCN00637,Sumadain C,'1160934-84-8',CC(C)C1C=CC2(C)Oc3c(C(=O)C=Cc4ccccc4)c(O)cc(O)c3C2C1,Monoterpenoids,20.0,15.0,7.5e-05,Seeds,Zingiberaceae,Alpinia katsumadai,"Bioorg Med Chem Lett, 2009, 19, 2728-2730.",10.1016/j.bmcl.2009.03.117,MP00786
TPCN00638,(+)-Campholenol-10-O-b-D-apiofuranosyl-(1 ? 6)-b-Dglucopyranoside,'1782123-78-7',CC1=CCC(CCOC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)C1(C)C,Monoterpenoids,20.0,15.0,7.5e-05,Seeds,Asteraceae,Helianthus annuus,"Food Chem, 2015, 187, 385-390.",10.1016/j.foodchem.2015.04.079,MP00787
TPCN00639,Microphyline A,'2279064-72-9',COc1cc2c([nH]c3c4c(c(C)cc32)OC(C)(C)C=C4)c(C2(C)CCC3(C(C)C)CC23)c1O,Monoterpenoids,16.0,12.0,7.5e-05,Roots,Ranunculaceae,Murraya microphylla,"J Nat Prod 81, 2371-2380 (2018).",10.1021/acs.jnatprod.8b00338,MP00788
TPCN00640,Winphyllines B,'2134621-86-4',COC(=O)C1=C2Nc3c(O)cccc3C23CC[N+]2([O-])CC(C(C)O)C1CC32,Monoterpenoids,13.0,9.6,7.4e-05,Stems,Apocynaceae,Alstonia rostrata,"Nat Prod Res, 2018, 32, 844-848.",10.1080/14786419.2017.1360886,MP00789
TPCN00641,Paeonisuffrone C,'95925-03-4',CC1(C)C2CC1C(CO)=CC2=O,Monoterpenoids,9.4,7.0,7.4e-05,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2014, 98, 124-129.",10.1016/j.fitote.2014.07.017,MP00790
TPCN00642,Scholarisines D,'1236196-06-7',CC=C1CNC2CC1C(C(=O)OC)C13CC(OC)OC21Nc1ccccc13,Monoterpenoids,15.0,11.0,7.3e-05,Barks,Apocynaceae,Alstonia scholaris,"Planta Med, 2009, 75, 1537-1541.",10.1055/s-0029-1185900,MP00791
TPCN00643,"3,7-dimethyl-2(E), 6-octadien-5-one-1-O-[-β-D-6''-O-acetylglucopyra-nosyl (1''→6')-β-D-glucopyranoside]",'1160611-65-3',CC(=O)OCC1OC(OCC2OC(OCC=C(C)CC(=O)C=C(C)C)C(O)C(O)C2O)C(O)C(O)C1O,Monoterpenoids,25.0,18.0,7.2e-05,Whole plants,Fabaceae,Indigofera heterantha,"Nat Prod Res, 2008, 22, 1189-1195.",10.1080/14786410801980097,MP00792
TPCN00644,9-demethoxy-18-demethylgardneramine,'1287228-47-0',COc1cc(OC)c2c(c1)C13CC4C(COC1=N2)C1CC3N4CC1=CCO,Monoterpenoids,7.0,5.0,7.1e-05,Aerial parts,Loganiaceae,Gardneria ovata,"J Nat Prod, 2011, 74, 1073-1078.",10.1021/np2000254,MP00793
TPCN00645,3-(2′-oxopropyl)-19-epi-heyneanine,'1784766-14-8',COC(=O)C12CC3CC(C(C)O)C1N(CCc1c2[nH]c2ccccc12)C3CC(C)=O,Monoterpenoids,5.9,4.2,7.1e-05,Aerial parts,Apocynaceae,Ervatamia hainanensis,"J Nat Prod, 2015, 78, 1253-1261.",10.1021/acs.jnatprod.5b00051,MP00794
TPCN00646,"11,12-methylenedioxychanofruticosinic acid",'2088730-21-4',COC(=O)N1c2c(ccc3c2OCO3)C23C4CN5CCCC(CCC12C(=O)O)(CC4=O)C53,Monoterpenoids,8.5,6.0,7.1e-05,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00795
TPCN00647,Isocaboxine B,'3382-38-5',COC(=O)C1=COC(C)C2CN3CCC4(C(=O)Nc5cc(OC)ccc54)C3CC12,Monoterpenoids,8.5,6.0,7.1e-05,Whole plants,Paeoniaceae,Rauvolfia yunnanensis,"Molecules, 2019, 24.",10.3390/molecules24244574,MP00796
TPCN00648,"19(E)-11-methoxy-9,18-didemethoxygardneramine",'56246-54-9',CC=C1CN2C3CC45C(=Nc6c(OC)cc(OC)c(OC)c64)OCC3C1CC25,Monoterpenoids,7.0,5.0,7.1e-05,Aerial parts,Loganiaceae,Gardneria ovata,"J Nat Prod, 2011, 74, 1073-1078.",10.1021/np2000254,MP00797
TPCN00649,"Dimeric 19,20-dihydroervahanine A",'1372712-08-7',CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(c3ccc4c5c([nH]c4c3)C3CC4CC(CC)C3N(CC5)C4)CC1C2C(=O)OC,Monoterpenoids,51.6,36.0,7e-05,Roots,Apocynaceae,Ervatamia divaricata,"J Org Chem, 2018, 83, 10613-10618.",10.1021/acs.joc.8b01371,MP00798
TPCN00650,3-dehydropaynantheine,'1499174-72-9',C=CC1CN2CCC3=c4c(OC)cccc4=NC3=C2CC1C(=COC)C(=O)OC.[H+],Monoterpenoids,10.0,7.0,7e-05,Barks,Rubiaceae,Mitragyna diversifolia,"Phytochemistry, 2013, 96, 389-399.",10.1016/j.phytochem.2013.10.002,MP00799
TPCN00651,Speciociliatine N(4)-oxide,'1499174-73-0',CCC1C[N+]2([O-])CCc3c([nH]c4cccc(OC)c34)C2CC1C(=COC)C(=O)OC,Monoterpenoids,10.0,7.0,7e-05,Barks,Rubiaceae,Mitragyna diversifolia,"Phytochemistry, 2013, 96, 389-403.",10.1016/j.phytochem.2013.10.002,MP00800
TPCN00652,Melaxilline A,'2241558-61-0',COC(=O)C(C)C12C=CCN3CCC4(c5ccccc5NC(=O)C4C1)C32,Monoterpenoids,10.0,7.0,7e-05,Roots,Apocynaceae,Melodinus axillaris,"Fitoterapia, 2016, 115, 173-176.",10.1016/j.fitote.2016.10.012,MP00801
TPCN00653,O-methyl-Δ14-vincanol,'112237-71-5',CCC12C=CCN3CCc4c(n(c5ccccc45)C(OC)C1)C32,Monoterpenoids,17.0,11.8,6.9e-05,Aerial parts,Apocynaceae,Melodinus tenuicaudatus,"Fitoterapia, 2019, 138, 104347.",10.1016/j.fitote.2019.104347,MP00802
TPCN00654,Hyperelodiones C,'2395777-20-3',CCCC(=O)C1=C(O)C2=C(OC(C)(C)C3CCC(C)=CC23)C(C)(CC=C(C)C)C1=O,Monoterpenoids,12.9,8.8,6.8e-05,Whole plants,Clusiaceae,Hypericum elodeoides,"Phytochemistry 170, 112216 (2020).",10.1016/j.phytochem.2019.112216,MP00803
TPCN00655,Lstoyunines H,'1188932-18-4',CCC12CC(C(=O)OC)=C3Nc4cc(OC)ccc4C34CCN(CC(Cl)C1O)C42,Monoterpenoids,12.0,8.0,6.7e-05,Whole plants,Apocynaceae,Alstonia yunnanensis,"J Nat Prod, 2009, 72, 1836-1841.",10.1021/np900374s,MP00804
TPCN00656,15-hydroxyhumantenoxenine,'1268466-96-1',CON1C(=O)C2(CC3C4COC2CC4(O)C(C(C)=O)=CN3C)c2ccccc21,Monoterpenoids,1.353,0.9,6.7e-05,Roots,Gelsemiaceae,Gelsemium elegans,"Chem Asian J, 2011, 6, 166-173.",10.1002/asia.201000538,MP00805
TPCN00657,Gelsesyringalidine,'1268466-97-2',COc1cc(C=C(C)C2=NC3CC4(C(=O)N(OC)c5ccccc54)C4CC2C3CO4)cc(OC)c1O,Monoterpenoids,1.353,0.9,6.7e-05,Roots,Gelsemiaceae,Gelsemium elegans,"Chem Asian J, 2011, 6, 166-173.",10.1002/asia.201000538,MP00806
